cell_line,drug,true_auc,pred_auc
RL952,AZD8055,0.770704,7.9986e-01
SNB75,Lestaurtinib,0.898595,8.3906e-01
HH,Ulixertinib,0.974801,9.3631e-01
NCIH660,MG-132,0.694696,8.2543e-01
PANC0403,AZD4547,0.957729,9.4313e-01
SUDHL1,Navitoclax,0.985098,7.9499e-01
HSC4,AMG-319,0.968189,9.6905e-01
PATU8988T,Ipatasertib,0.929526,9.2055e-01
FU97,Olaparib,0.935182,9.5991e-01
SW948,Cytarabine,0.933749,9.2343e-01
NCIH441,Fulvestrant,0.970409,9.7569e-01
G401,AGI-5198,0.958336,9.5305e-01
A375,MG-132,0.553063,4.3807e-01
RAJI,GSK2606414,0.902215,9.4286e-01
GRANTA519,Buparlisib,0.806945,8.8404e-01
SKES1,SGC-CBP30,0.984704,9.7329e-01
UMUC3,Palbociclib,0.974732,9.4034e-01
NCIH647,Palbociclib,0.937157,8.9745e-01
A2780,POMHEX,0.659223,6.2455e-01
MDAMB436,Leflunomide,0.887087,9.3965e-01
SKMEL24,Irinotecan,0.832002,8.9856e-01
BICR31,Leflunomide,0.90285,9.2526e-01
RT112,PD0325901,0.8655,9.1325e-01
HCC1419,Entinostat,0.930161,9.4650e-01
BECKER,MIM1,0.9046,8.7094e-01
8505C,GDC0810,0.980143,9.7351e-01
ES2,Motesanib,0.983647,9.7064e-01
DMS114,KU-55933,0.973584,9.7262e-01
NMCG1,Vinorelbine,0.874575,8.5242e-01
MOLP8,Bromosporine,0.940318,9.1497e-01
SUDHL10,Bleomycin(50uM),0.885045,7.0068e-01
NCIH2452,Ipatasertib,0.876234,8.9067e-01
8305C,LCL161,0.965172,9.6675e-01
P12ICHIKAWA,Cisplatin,0.784577,8.1748e-01
KM12,Fulvestrant,0.985821,9.7238e-01
NCIH524,Epirubicin,0.836643,7.0822e-01
NCIH2030,Irinotecan,0.959269,8.7272e-01
NCIH28,AZD1332,0.835933,9.3325e-01
ASPC1,Romidepsin,0.869807,8.9370e-01
ASPC1,KRAS(G12C)Inhibitor-12,0.955844,9.5985e-01
NCIH1963,AZ960,0.694959,7.7589e-01
HDQP1,AZD8186,0.781469,8.8882e-01
NCIH358,PLX-4720,0.915551,9.1896e-01
ST486,Zoledronate,0.988082,9.7416e-01
GAMG,Fulvestrant,0.980935,9.7462e-01
AU565,Navitoclax,0.877484,9.6357e-01
QGP1,GSK591,0.964409,9.5720e-01
SKOV3,Savolitinib,0.964784,9.6765e-01
G361,Telomerase-Inhibitor-IX,0.710138,7.0738e-01
HCC1419,Podophyllotoxin-bromide,0.937549,9.3173e-01
BICR22,Bleomycin(50uM),0.445749,6.0401e-01
HCC1954,GSK2606414,0.867399,9.5521e-01
HS939T,Sorafenib,0.83159,8.6719e-01
NCIH2029,Buparlisib,0.930949,9.1924e-01
SW620,I-BRD9,0.974037,9.4889e-01
NCIH1650,AZ960,0.890674,8.9902e-01
NCIH2110,Dabrafenib,0.956991,9.4434e-01
NCIH2291,SB505124,0.981624,9.2782e-01
NCIH2172,Uprosertib,0.984871,9.5442e-01
OCIAML5,Dihydrorotenone,0.962743,9.3395e-01
CCK81,AZD5153,0.587872,8.6672e-01
SF268,Sepantronium-bromide,0.069613,1.7918e-01
NCIH2444,Wee1-Inhibitor,0.950199,9.5003e-01
YAPC,Veliparib,0.96343,9.7543e-01
NCIH838,Serdemetan,0.943637,9.1381e-01
MKN45,EPZ004777,0.976507,9.7486e-01
A101D,Savolitinib,0.962705,9.6067e-01
HCC366,RVX-208,0.9662,9.6625e-01
TE1,Nilotinib,0.965413,9.5661e-01
BFTC905,AZD5438,0.807333,7.9547e-01
OV56,AGI-6780,0.974536,9.6945e-01
KCL22,MN-64,0.988437,9.6385e-01
RT112,SGC0946,0.966861,9.7211e-01
SKNFI,YK-4-279,0.661244,8.5375e-01
HEP3B217,Foretinib,0.564115,6.6207e-01
ME1,KRAS(G12C)Inhibitor-12,0.95001,9.5582e-01
NAMALWA,Linsitinib,0.957749,9.4023e-01
HCT116,Afatinib,0.848313,8.6209e-01
KYSE520,PFI3,0.973095,9.7237e-01
RS411,ICL-SIRT078,0.964249,9.4544e-01
HDQP1,AZ6102,0.712609,8.7547e-01
NCIH28,Afuresertib,0.860964,8.8700e-01
UACC812,ICL-SIRT078,0.981117,9.6043e-01
HCC1428,Ipatasertib,0.976735,9.5467e-01
DKMG,Sorafenib,0.875684,8.7935e-01
QGP1,Elephantin,0.943546,9.0603e-01
CFPAC1,EPZ5676,0.978651,9.7428e-01
NCIH2196,Epirubicin,0.680048,6.2422e-01
KU812,XAV939,0.95707,9.5152e-01
NB4,GNE-317,0.637773,5.6834e-01
PATU8988T,Tamoxifen,0.94797,9.4360e-01
NCIH727,GSK1904529A,0.951371,9.6379e-01
LOVO,Entospletinib,0.940715,9.0402e-01
SKMEL24,SCH772984,0.857909,8.0227e-01
HS683,AZD3759,0.953643,9.6143e-01
BICR31,Fulvestrant,0.990662,9.7530e-01
SIMA,MG-132,0.461847,5.1046e-01
HCC15,Pictilisib,0.852653,8.7062e-01
647V,Nelarabine,0.985284,9.7468e-01
FU97,Methotrexate,0.969532,7.9857e-01
ABC1,LY2109761,0.954937,9.6897e-01
SKMEL2,Vinorelbine,0.961678,8.7033e-01
T84,Taselisib,0.764284,8.8729e-01
H4,VE821,0.826047,9.1056e-01
OV56,Vinblastine,0.880082,8.2193e-01
OVISE,PRT062607,0.904385,9.2591e-01
DND41,AZD6738,0.700176,7.9069e-01
RMGI,Wee1-Inhibitor,0.827317,8.7367e-01
AM38,MK-1775,0.877458,7.0245e-01
SNU423,Cisplatin,0.943807,9.3668e-01
HUCCT1,alpha-lipoic-acid,0.945715,9.7452e-01
MDAMB231,LY2109761,0.979466,9.7388e-01
PATU8902,Dasatinib,0.880836,9.1008e-01
HCT15,AZ960,0.686017,7.9659e-01
RT4,Axitinib,0.812195,9.2795e-01
SNUC1,Leflunomide,0.892329,9.2262e-01
NCIH1568,Navitoclax,0.942163,9.6203e-01
NCIH1944,Dinaciclib,0.54799,6.0153e-01
T47D,AZD5991,0.981678,9.4226e-01
HOS,Vorinostat,0.77895,8.0770e-01
NCIH146,Sapitinib,0.986705,9.6791e-01
NAMALWA,LY2109761,0.991181,9.7136e-01
KMS12BM,SGC0946,0.992336,9.7656e-01
HOP92,Ibrutinib,0.978589,9.5994e-01
TGBC11TKB,BMS-754807,0.903501,7.4620e-01
MKN1,AZ6102,0.842887,8.8779e-01
COLO679,Bromosporine,0.935082,9.2954e-01
A673,EPZ5676,0.989955,9.7592e-01
CAMA1,Dactinomycin,0.983948,9.3410e-01
VCAP,LMP744,0.826101,7.5088e-01
FUOV1,BIBR-1532,0.978335,9.7548e-01
BFTC905,GSK2606414,0.905141,9.1542e-01
RCC10RGB,Venetoclax,0.929108,9.7409e-01
NCIH508,BIBR-1532,0.96323,9.6860e-01
KMH2,Savolitinib,0.973819,9.7156e-01
G401,Schweinfurthin-A,0.894258,8.7825e-01
EBC1,GNE-317,0.603524,7.5070e-01
SUPT1,Dinaciclib,0.556503,4.7819e-01
RL,Osimertinib,0.851617,9.5555e-01
EFO21,Vinorelbine,0.896812,8.7444e-01
DMS273,Leflunomide,0.931786,8.6364e-01
EFO21,Alisertib,0.943919,9.0823e-01
HOP92,AGI-6780,0.957576,9.6100e-01
CAL62,Elephantin,0.789082,9.0161e-01
L428,ICL-SIRT078,0.98575,9.5360e-01
CAKI1,Pictilisib,0.830203,7.6009e-01
HS746T,Gemcitabine,0.937798,7.8682e-01
NCIH2081,SL0101,0.965553,9.7077e-01
639V,Obatoclax-Mesylate,0.621193,7.4108e-01
KU1919,Gefitinib,0.973561,9.4238e-01
MG63,PD0325901,0.923939,9.3982e-01
KMH2,AZD5991,0.967978,7.0432e-01
EBC1,LCL161,0.960471,9.6180e-01
NCIH810,RVX-208,0.957383,9.6803e-01
NCIH650,UNC0638,0.988601,9.7155e-01
BHT101,LCL161,0.978175,9.6341e-01
DND41,Uprosertib,0.951922,9.2226e-01
DND41,AZD5582,0.545417,8.0940e-01
SKMEL5,AZD5582,0.675806,8.3052e-01
SW48,BMS-345541,0.893631,8.8310e-01
MONOMAC6,Veliparib,0.974212,9.7332e-01
CAL27,Tamoxifen,0.933759,9.5034e-01
OAW42,GSK1904529A,0.935416,9.6602e-01
SBC5,VE821,0.967162,9.3540e-01
SNU449,Cisplatin,0.946918,9.6033e-01
NCIH2452,JQ1,0.880994,7.8506e-01
EFO21,AZD1332,0.888595,9.3289e-01
SCC25,ML323,0.908857,9.6654e-01
L428,Uprosertib,0.939901,9.0442e-01
SKES1,Taselisib,0.67125,8.2988e-01
PC3,Talazoparib,0.915153,9.4134e-01
NCIH1435,Sorafenib,0.987698,9.5130e-01
OVISE,Taselisib,0.665617,8.5724e-01
DANG,Dinaciclib,0.473794,6.1344e-01
SW1088,Cytarabine,0.944264,9.3067e-01
CAPAN2,Pictilisib,0.811175,8.3465e-01
CHP212,LGK974,0.943864,9.4845e-01
JVM2,Paclitaxel,0.830005,7.9710e-01
IGROV1,PFI3,0.931711,9.6717e-01
NCIH441,AZ6102,0.913341,9.2305e-01
SNU175,GSK2606414,0.961702,9.2017e-01
GDM1,Foretinib,0.354225,5.3846e-01
A253,GSK2830371,0.98693,9.7546e-01
NCIH2023,Crizotinib,0.828247,9.1638e-01
SNU81,SB505124,0.937605,9.4027e-01
OCIAML5,Gallibiscoquinazole,0.992363,9.7285e-01
647V,Tamoxifen,0.959992,9.5952e-01
BICR31,CCT007093,0.989833,9.7252e-01
MOLT16,Selumetinib,0.987559,9.2773e-01
HCC1419,MG-132,0.632319,7.4166e-01
NCIH2171,WEHI-539,0.324674,8.6594e-01
BICR31,MK-2206,0.843493,8.9941e-01
SW948,MK-2206,0.81643,8.8782e-01
A704,XAV939,0.871758,9.6096e-01
HUCCT1,GW441756,0.968787,9.7203e-01
SNU423,Entinostat,0.904143,8.5433e-01
VMRCRCZ,CCT007093,0.969777,9.7667e-01
HOP92,GW441756,0.980486,9.7466e-01
SIMA,Dacarbazine,0.961293,9.7126e-01
JM1,Trametinib,0.990938,9.2989e-01
NCIH82,GSK2801,0.930498,9.7332e-01
EKVX,Dactinomycin,0.970931,8.7368e-01
TE6,AZD8186,0.823141,8.2440e-01
HSC3,CCT007093,0.979909,9.7158e-01
HCC1395,GSK2830371,0.96883,9.7385e-01
CAL33,Bleomycin(50uM),0.630913,6.8293e-01
PANC0327,Oxaliplatin,0.960267,9.3176e-01
NCIH596,Vismodegib,0.968729,9.7174e-01
SKMES1,Serdemetan,0.976124,9.5090e-01
KG1,Nutlin-3a(-),0.982388,9.5000e-01
TE8,alpha-lipoic-acid,0.978827,9.7471e-01
SNU81,Cediranib,0.973497,9.3324e-01
HCC1954,NU7441,0.948788,9.1833e-01
HUPT3,EPZ004777,0.973175,9.7497e-01
HT115,Daporinad,0.959739,7.5687e-01
KMRC1,UNC0638,0.983623,9.6709e-01
TE4,Afuresertib,0.867038,7.8652e-01
T24,AZD6738,0.913544,8.8529e-01
SKUT1,PCI-34051,0.975828,9.6105e-01
OVISE,GSK591,0.978543,9.6153e-01
KYSE70,Dinaciclib,0.758147,8.0282e-01
UMUC3,ZM447439,0.984048,8.9126e-01
SUDHL10,Dihydrorotenone,0.992631,8.5664e-01
MONOMAC6,NVP-ADW742,0.724141,7.7526e-01
COLO680N,AT13148,0.972496,9.5453e-01
CALU3,Buparlisib,0.796342,8.6888e-01
SCC4,KRAS(G12C)Inhibitor-12,0.863919,9.4385e-01
NCIH2023,Sepantronium-bromide,0.160522,1.9595e-01
GI1,Fulvestrant,0.976152,9.7460e-01
P31FUJ,Pictilisib,0.813794,8.2462e-01
2313287,SB216763,0.967796,9.7146e-01
NCIH1876,AZD5363,0.939191,8.8264e-01
NCIH1793,Gallibiscoquinazole,0.951348,9.7405e-01
TE10,Navitoclax,0.972324,9.1199e-01
KATOIII,Alisertib,0.786669,9.0747e-01
NCIH1651,Teniposide,0.63192,8.0983e-01
42MGBA,Uprosertib,0.826911,8.5142e-01
G402,OTX015,0.724271,7.5252e-01
SKMEL31,Taselisib,0.857121,7.9942e-01
NCIH929,Telomerase-Inhibitor-IX,0.496048,4.6044e-01
HT144,LMP744,0.735494,7.7724e-01
BICR31,Osimertinib,0.971506,9.6445e-01
HCC1428,PD0325901,0.970705,9.5226e-01
NCIN87,Doramapimod,0.964902,9.6210e-01
TE9,Bromosporine,0.984105,9.6283e-01
SKOV3,Lapatinib,0.858174,8.5974e-01
NCIH2029,Lapatinib,0.964157,9.4488e-01
NCIH211,VE-822,0.924573,8.8536e-01
NCIH1792,VX-11e,0.781995,8.3939e-01
HGC27,Cediranib,0.829869,7.8894e-01
MSTO211H,Cisplatin,0.964225,9.3666e-01
SW1990,Telomerase-Inhibitor-IX,0.770146,8.1891e-01
NCIH838,AZD3759,0.982448,9.5230e-01
NCIH441,GNE-317,0.898246,8.1502e-01
TE6,Oxaliplatin,0.957673,9.4901e-01
2313287,Serdemetan,0.967352,9.4154e-01
NCIH1963,AZD6738,0.856774,8.1740e-01
NCIH2405,SB216763,0.967017,9.7072e-01
NCIH2172,SB216763,0.986222,9.7627e-01
MOLP8,Fulvestrant,0.9788,9.7356e-01
MOLM13,Bromosporine,0.840266,8.4757e-01
DANG,AZD5438,0.848871,8.5934e-01
MDAMB436,AMG-319,0.974953,9.7223e-01
NCIH747,BMS-754807,0.765058,8.1100e-01
BICR22,Trametinib,0.947311,8.7245e-01
NCIH69,MG-132,0.393851,4.3615e-01
LOXIMVI,WIKI4,0.978523,9.1705e-01
5637,AZD5438,0.911987,8.5768e-01
NCIH1435,Osimertinib,0.98844,9.6897e-01
HARA,Oxaliplatin,0.939826,8.8716e-01
SNU81,Entospletinib,0.973211,9.6068e-01
CAL120,IWP-2,0.963787,9.7293e-01
HCC1428,SN-38,0.97438,9.4869e-01
SF539,Acetalax,0.987515,9.1279e-01
CW2,Serdemetan,0.952853,9.5581e-01
PANC1005,AZ960,0.856521,8.5146e-01
KMS12BM,Entinostat,0.643048,7.1411e-01
SAOS2,BI-2536,0.875009,6.6618e-01
A375,ABT737,0.891467,8.4229e-01
LCLC103H,Vinblastine,0.708373,7.0943e-01
NCIH1436,Olaparib,0.962098,9.5267e-01
SUIT2,Camptothecin,0.794056,8.8148e-01
NCIH2196,Sepantronium-bromide,0.362014,2.7181e-01
RKO,XAV939,0.975041,9.5907e-01
GCT,AZD5438,0.876315,8.7806e-01
CORL105,AZD8186,0.849391,8.4247e-01
NCIH1436,Lestaurtinib,0.709885,8.3259e-01
KU812,Dinaciclib,0.45765,4.3086e-01
KYSE140,Wnt-C59,0.925934,9.4975e-01
SIMA,Remodelin,0.919873,9.2703e-01
SCC15,AZD3759,0.947591,9.2219e-01
HCC1569,SGC0946,0.979041,9.7481e-01
SNU175,Vinblastine,0.46358,6.2900e-01
SNU387,Oxaliplatin,0.97103,9.4342e-01
RAJI,Cisplatin,0.88663,8.6935e-01
CFPAC1,Ipatasertib,0.941589,9.1974e-01
MDAMB436,VE821,0.981098,9.6118e-01
NCIH446,Irinotecan,0.913432,7.9463e-01
SNUC1,Zoledronate,0.974143,9.7595e-01
NCIH358,OTX015,0.870965,8.4270e-01
KPNRTBM1,AZD7762,0.845572,7.3144e-01
CALU6,Gemcitabine,0.831551,6.2750e-01
RCM1,EHT-1864,0.951747,9.4798e-01
SUDHL6,Linsitinib,0.963891,9.2307e-01
HCC1937,SB590885,0.982664,9.6853e-01
IGR1,AZD4547,0.984227,9.6000e-01
SNUC5,JNK-Inhibitor-VIII,0.947196,9.7092e-01
SW780,EPZ004777,0.984716,9.7530e-01
CHP126,Epirubicin,0.326874,3.8300e-01
MCF7,Oxaliplatin,0.96045,9.4561e-01
NCIH1648,Venetoclax,0.982101,9.7463e-01
OCILY19,EPZ004777,0.941907,9.7285e-01
KATOIII,Osimertinib,0.962706,9.3888e-01
TE5,LY2109761,0.983725,9.7257e-01
CAL54,Foretinib,0.687771,6.3586e-01
SW1463,PLX-4720,0.980198,9.1008e-01
SKOV3,UNC0638,0.971114,9.6728e-01
TYKNU,AZD5438,0.838711,8.3006e-01
KYSE180,Teniposide,0.804215,7.8774e-01
COLO800,Tamoxifen,0.985108,9.4259e-01
MELJUSO,UMI-77,0.914916,9.2763e-01
UACC812,MG-132,0.523624,6.1722e-01
HPAC,Leflunomide,0.840551,9.1203e-01
ONS76,Afuresertib,0.891587,8.8956e-01
P12ICHIKAWA,SCH772984,0.929062,9.1697e-01
SUPM2,Savolitinib,0.976652,9.6421e-01
LCLC97TM1,Dihydrorotenone,0.922942,9.3317e-01
CCK81,Avagacestat,0.956561,9.5830e-01
ECC10,POMHEX,0.610966,7.4286e-01
MOLT16,SGC0946,0.995746,9.7565e-01
CMLT1,Niraparib,0.775972,8.7265e-01
HCC2157,Irinotecan,0.93895,9.0409e-01
RERFLCKJ,Temozolomide,0.990014,9.7264e-01
SKCO1,Docetaxel,0.777494,8.3053e-01
NOMO1,Sabutoclax,0.408324,4.9228e-01
CHP126,Pyridostatin,0.923054,9.2122e-01
KG1,MK-1775,0.696025,6.4520e-01
COLO829,AGI-6780,0.972322,9.6143e-01
CAL851,SCH772984,0.878999,8.4690e-01
CORL279,Pyridostatin,0.868523,9.2105e-01
OAW42,AZD1332,0.921792,9.3990e-01
CW2,Vinorelbine,0.873374,8.6846e-01
COLO684,Temsirolimus,0.850287,8.8886e-01
HUCCT1,Obatoclax-Mesylate,0.714767,7.0386e-01
HCC44,SCH772984,0.771622,7.5861e-01
MOLP8,Gallibiscoquinazole,0.989249,9.7053e-01
RCM1,WZ4003,0.965496,9.4137e-01
HT144,Veliparib,0.981717,9.7497e-01
CMLT1,Wnt-C59,0.957867,9.5187e-01
DMS273,Entospletinib,0.946194,9.1853e-01
OPM2,Taselisib,0.736294,8.5388e-01
L540,Tamoxifen,0.956763,9.5128e-01
ST486,LMP744,0.501061,3.6788e-01
UACC257,SB590885,0.75552,9.2993e-01
KATOIII,GSK2801,0.959177,9.7231e-01
HSC2,BMS-345541,0.936101,8.9832e-01
CAL62,AGI-5198,0.964205,9.7016e-01
SNU423,WIKI4,0.889682,9.5237e-01
SNU61,Tanespimycin,0.888657,8.6138e-01
HDQP1,GNE-317,0.517051,7.1865e-01
NCIH1876,Sepantronium-bromide,0.065193,1.0537e-01
OVTOKO,LGK974,0.98055,9.5902e-01
NCIH2029,Taselisib,0.956454,9.0107e-01
SH4,VX-11e,0.559514,5.0330e-01
PL21,GW441756,0.970506,9.6382e-01
HCC78,SGC0946,0.96927,9.6978e-01
NCIH2030,Wnt-C59,0.966046,9.5271e-01
VMRCRCZ,GSK2110183B,0.974079,9.6098e-01
IPC298,Oxaliplatin,0.949119,9.0049e-01
LS513,Vismodegib,0.963431,9.6568e-01
CAL54,TW-37,0.659315,7.7418e-01
PL21,Tretinoin,0.956953,9.6539e-01
BHY,ABT737,0.874909,8.8846e-01
MCF7,AZD7762,0.857096,7.3223e-01
G361,alpha-lipoic-acid,0.962998,9.7508e-01
HEL,Podophyllotoxin-bromide,0.774788,8.0819e-01
NCIH2030,Gefitinib,0.953908,9.2366e-01
KNS62,AT13148,0.968062,9.3718e-01
RERFGC1B,Foretinib,0.623141,7.1591e-01
NCIH1436,Buparlisib,0.769918,9.0116e-01
MSTO211H,PCI-34051,0.964464,9.6273e-01
LOUCY,WEHI-539,0.762195,8.6179e-01
WM115,Lenalidomide,0.966369,9.7435e-01
NCIH23,AGI-5198,0.986427,9.7232e-01
IGR37,Afuresertib,0.864183,8.8385e-01
LU65,Axitinib,0.923246,8.8294e-01
HCC33,Afatinib,0.856909,9.4022e-01
NCIH2347,AZ6102,0.865785,9.1869e-01
L1236,ABT737,0.450199,6.6611e-01
EJM,Gemcitabine,0.526524,7.4167e-01
BT483,GNE-317,0.774862,8.2699e-01
MSTO211H,MIRA-1,0.969902,9.7441e-01
SCC25,PF-4708671,0.903868,9.6637e-01
SCC4,SB216763,0.970713,9.7143e-01
NCIH2087,GSK343,0.975601,9.7333e-01
VCAP,MK-1775,0.807384,7.0592e-01
NCIH1650,Olaparib,0.948349,9.6873e-01
KYM1,Dihydrorotenone,0.907948,8.8977e-01
NALM6,Methotrexate,0.481427,6.1778e-01
SKES1,LY2109761,0.988593,9.7234e-01
SF126,AZ960,0.709123,7.5799e-01
TE5,Avagacestat,0.983655,9.6839e-01
GAMG,WEHI-539,0.967054,9.4583e-01
8505C,AZD8186,0.969951,9.2524e-01
TT,SN-38,0.861576,7.0188e-01
SKMEL30,SB216763,0.983734,9.6727e-01
OV90,Nutlin-3a(-),0.98024,9.5235e-01
EFM192A,Savolitinib,0.964893,9.6951e-01
MG63,AZD1332,0.904243,9.3844e-01
CAL851,KU-55933,0.965201,9.7123e-01
MFE296,GSK2110183B,0.988163,9.6255e-01
IGROV1,Sinularin,0.969193,9.4099e-01
MG63,Docetaxel,0.751429,8.4669e-01
NCIH1437,AZ960,0.676866,7.7073e-01
OV90,Savolitinib,0.976357,9.6673e-01
NCIH2122,Osimertinib,0.935293,8.9375e-01
ESS1,SB590885,0.985795,9.6787e-01
EFO27,SB216763,0.980484,9.6865e-01
DMS53,Dactolisib,0.96962,9.2448e-01
GI1,Gefitinib,0.953721,9.6343e-01
IGR1,MK-2206,0.874145,8.9470e-01
SUDHL5,VE821,0.749864,8.3710e-01
MESSA,Nelarabine,0.98002,9.7491e-01
OE19,Olaparib,0.959731,9.6662e-01
DB,Pevonedistat,0.684397,5.1523e-01
NCIH460,AZD5582,0.895674,6.4309e-01
RERFLCKJ,Paclitaxel,0.985173,9.3521e-01
MDST8,Cisplatin,0.913434,8.9365e-01
NCIH1838,Sapitinib,0.929178,9.5524e-01
L428,Gallibiscoquinazole,0.985198,9.7413e-01
MOLP8,Dactolisib,0.753257,7.7673e-01
SJSA1,EHT-1864,0.96029,9.4067e-01
CCK81,Zoledronate,0.982451,9.7434e-01
DKMG,Elephantin,0.913629,9.0217e-01
HCC1143,Navitoclax,0.828576,9.3102e-01
KYSE140,Paclitaxel,0.903934,8.9799e-01
EN,Bleomycin(50uM),0.896238,8.7196e-01
TE10,LY2109761,0.983233,9.6432e-01
MCF7,SCH772984,0.976889,9.3723e-01
SNB75,MG-132,0.568115,6.2336e-01
A253,Podophyllotoxin-bromide,0.862166,8.6794e-01
DND41,Obatoclax-Mesylate,0.721009,6.8499e-01
NCIH1876,CCT007093,0.980601,9.7104e-01
DU4475,5-Fluorouracil,0.817069,8.4761e-01
OVK18,GNE-317,0.620074,7.0303e-01
HCC1143,Trametinib,0.827583,7.9775e-01
DMS273,Fulvestrant,0.978462,9.7403e-01
T47D,Romidepsin,0.837529,8.4822e-01
PANC1005,Gefitinib,0.936373,9.4989e-01
8MGBA,XAV939,0.97904,9.6035e-01
KCL22,PRIMA-1MET,0.799659,8.5087e-01
CORL279,GSK1904529A,0.9084,9.6315e-01
HCC1500,Navitoclax,0.497826,6.4275e-01
LS180,EPZ5676,0.974935,9.7524e-01
MOLP8,PRIMA-1MET,0.687796,8.4284e-01
CHP126,IOX2,0.9818,9.7387e-01
DU4475,Navitoclax,0.596584,6.2818e-01
SIMA,Axitinib,0.839099,8.3974e-01
NCIH2342,PD173074,0.985138,9.6010e-01
OV56,AZD8055,0.688269,8.7885e-01
DBTRG05MG,VE821,0.933643,9.5520e-01
OVK18,P22077,0.89932,9.4633e-01
U118MG,AZ960,0.849581,8.2472e-01
BECKER,KRAS(G12C)Inhibitor-12,0.964128,9.4387e-01
NMCG1,YK-4-279,0.897415,8.6974e-01
OVCAR4,UNC0638,0.95527,9.6925e-01
CAL62,GDC0810,0.950562,9.7347e-01
SKMEL5,MG-132,0.618605,5.7480e-01
KYSE180,UNC0638,0.973086,9.6738e-01
A673,Ulixertinib,0.926971,9.1546e-01
MG63,AZD5582,0.96748,8.0656e-01
GB1,LMP744,0.729051,7.9163e-01
SBC5,Nutlin-3a(-),0.9822,9.4711e-01
DETROIT562,Motesanib,0.985608,9.7424e-01
NCIH1975,Doramapimod,0.980466,9.6663e-01
LAMA84,Lenalidomide,0.966893,9.7253e-01
SKMEL2,Lapatinib,0.982696,9.5496e-01
TE8,NU7441,0.952472,9.0322e-01
NCIH2009,SCH772984,0.879824,7.6465e-01
ZR7530,Vinorelbine,0.972496,9.3723e-01
NCIH1944,Motesanib,0.978381,9.7472e-01
MKN7,EHT-1864,0.903125,9.5138e-01
KU812,MK-2206,0.854226,8.1369e-01
HEP3B217,Tozasertib,0.758591,9.1064e-01
HDQP1,Bromosporine,0.959461,9.4589e-01
NCIH28,Veliparib,0.966337,9.7616e-01
SCC25,LCL161,0.988442,9.7212e-01
YKG1,Entospletinib,0.910564,9.4120e-01
GRANTA519,Dasatinib,0.964637,8.7268e-01
KPNRTBM1,Tretinoin,0.984027,9.7212e-01
OAW42,Dihydrorotenone,0.965391,9.2465e-01
A253,Motesanib,0.988937,9.7591e-01
NCIH82,UNC0638,0.82715,9.6103e-01
HCC2218,Cyclophosphamide,0.976061,9.7085e-01
HCC1569,CHIR-99021,0.955399,9.6718e-01
SW1710,Zoledronate,0.980247,9.7596e-01
RCM1,Venetoclax,0.959178,9.6632e-01
CAL62,SGC0946,0.964611,9.7106e-01
KYSE140,JNK-Inhibitor-VIII,0.965798,9.7049e-01
HCC1187,Teniposide,0.951941,8.5047e-01
HL60,Dacarbazine,0.981507,9.7150e-01
RKO,AT13148,0.943483,9.1793e-01
G401,AZD1208,0.958528,9.6658e-01
U2OS,Gemcitabine,0.960117,8.0776e-01
A101D,Ruxolitinib,0.972846,9.5978e-01
HCC1500,Obatoclax-Mesylate,0.793642,8.3426e-01
HT1197,AZD1208,0.980994,9.7329e-01
CAL851,Axitinib,0.949427,9.2270e-01
MKN1,Dabrafenib,0.962298,9.5829e-01
HCC44,Dactolisib,0.84228,8.1671e-01
A673,AZD5582,0.833445,7.4531e-01
LS411N,AMG-319,0.968329,9.6333e-01
DANG,Nelarabine,0.984503,9.7221e-01
NCIH2052,Navitoclax,0.913515,9.3938e-01
NCIH1944,Zoledronate,0.97607,9.7452e-01
SKMEL30,KU-55933,0.982046,9.6683e-01
G292CLONEA141B1,Dihydrorotenone,0.885374,9.1629e-01
SKM1,YK-4-279,0.735275,6.5733e-01
NCIH2170,JQ1,0.872936,7.8860e-01
NCIH2444,Temozolomide,0.978193,9.7631e-01
BECKER,LMP744,0.59415,7.3313e-01
BHY,Bosutinib,0.973418,9.4969e-01
KMS11,IOX2,0.989505,9.7059e-01
RT4,Crizotinib,0.937119,9.2300e-01
TOV112D,Avagacestat,0.976806,9.6861e-01
NCIH292,Alpelisib,0.791485,7.8905e-01
CAPAN2,LMP744,0.931012,8.5936e-01
NCIH358,XAV939,0.951058,9.4491e-01
MKN1,Osimertinib,0.928315,9.4708e-01
FTC133,Olaparib,0.965845,9.5593e-01
A375,PCI-34051,0.937403,9.4175e-01
KU1919,Oxaliplatin,0.879675,8.9290e-01
G401,LY2109761,0.971707,9.6764e-01
BICR22,Elephantin,0.836607,8.7809e-01
CAKI1,ZM447439,0.761192,8.1912e-01
HCC1143,Motesanib,0.982511,9.7602e-01
NCIH1650,GDC0810,0.976327,9.7473e-01
K562,Nelarabine,0.986628,9.7559e-01
SUDHL4,Venetoclax,0.961881,8.2649e-01
LOVO,Cytarabine,0.748679,8.5476e-01
NCIH2291,EPZ004777,0.976998,9.7185e-01
NCIH508,Sabutoclax,0.641774,5.2483e-01
A2780,EHT-1864,0.887568,8.9989e-01
OVK18,Dactinomycin,0.886246,3.4159e-01
HCC366,GW441756,0.985544,9.7222e-01
SKES1,GDC0810,0.985218,9.7319e-01
SW1463,Sapitinib,0.840614,8.7559e-01
HCC1419,AMG-319,0.98614,9.7301e-01
HT,Trametinib,0.958054,7.6694e-01
